SDG_id,SDG_keywords,match_tpye
SDG5_5,^(?=.*(?:leadership|leader\S*|\bseat\S*|decision.?making|national parliament\S*|government.?|autonomy|managerial position.?|political participation.?|politician|manager.?|in middle management|in senior management|in executive position.?|under.?representation|entrepreneurship|\bpower|glass ceiling))(?=.*(?:woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?)).+,indirect
SDG5_6,parent.? leave|Parental leave|paternity leave|family leave|adoption leave|Adoptive leave|maternity leave|Childbirth Leave|child.?care leave|Maternity care|paid maternity|Contraception service\S*|Emergency contraception|abortion care|HIV test\S*|HIV counsel\S*|HIV care|HIV treatment|HPV vaccine|CSE curriculum|CSE law,indirect
SDG5_6,^(?=.*(?:access|availab|guarantee\S*|\bright.?|decision.?|decide.? on|autonomy|\brights|\blaw\S*|regulation.?|information|educat\S*))(?=.*(?:sexual|intercourse|\breproduct\S*|\bcontracept\S*|family planning|divorc\S*|parenting plan.?|\babort\S*)).+,indirect
SDG5_6,^(?=.*(?:\bSex\b|health.?care))(?=.*(?:information|educat\S*))(?=.*(?:\bfull\b|\bequal\b)).+,indirect
SDG5_6,^(?=.*(?:decision.?|\breproduct\S*))(?=.*(?:health.?care))(?=.*(?:woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?)).+,indirect
SDG5_a,^(?=.*(?:access|availab\S*|\bright.?\b|\bcontrol|\breform\S*|equal|\blegal\S*|\blaw\S*))(?=.*(?:resource.?|\bfund|\bland\b|propert\S*|financial service.?|finance|owner\S*|budget.?|\bquota\b))(?=.*(?:woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?|\bgender)).+,indirect
SDG5_a,^(?=.*(?:ownership|inheritance right.?|right.? of inheritance|right.? to inherit\S*|Mandatory quota.?|land tenure|land management|rights.?bearer\S*))(?=.*(?:woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?|\bgender)).+,indirect
SDG5_a,agrarian feminism,indirect
SDG5_b,^(?=.*(?:technolog\S*|information|communications|mobile.?phone.?|telephone.?|smart.?phone.?|Cell.?phone.?|\bICT\b))(?=.*(?:\bempower\S*|promot\S*))(?=.*(?:woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?)).+,indirect
SDG5_c,^(?=.*(?:\bpolicy|\bpolicies|program.?|legislation.?|\bregulation.?|\blaw\b|\blaws|government.?|authorit\S*|national budget\S*|budget allocation.?|resource allocation.?|public financ\S*|public expenditure.?|fiscal system.?|monitoring system.?))(?=.*(?:\bgender|\bsex\S*|woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?))(?=.*(?:equal\S*|\bequitab\S*|\bequalit\S*|\bun.?bias\S*|unprejudic\S*|\bfair\b|\bfairly|\bfairness\S*|impartial\S*|\bparity|equit\S*|promot\S*|empower\S*)).+,indirect
SDG5_general,^(?=.*(?:\bgender|\bsex|woman|women|\bgirl.?|female.?|\blady\b|\bladies\b|\bmaid.?))(?=.*(?:equal\S*|inclusi\S*)).+,indirect
SDG6_1,^(?=.*(?:access|availab\S*|afford\S*|safe|secure|\bclean|manag\S*|equitab\S*))(?=.*(?:drinking water|drinkable water)).+,indirect
SDG6_2,^(?=.*(?:access|availab\S*|safe|manag\S*|adequate\S*|equitab\S*|equal|facilit\S*|service.?))(?=.*(?:sanita\S*|hygien\S*|soap|cleanliness|hand wash\S*|wash.*hand\S*)).+,indirect
SDG6_2,^(?=.*(?:access|availab\S*|safe|\bopen|hygien\S*|adequate|equal|health|\bclean|manag\S*))(?=.*(?:bathroom.?|defecation|toilet.?|restroom.?|lavatory|latrine|water closet.?|sewerage\S*)).+,indirect
SDG6_3,^(?=.*(?:dump\S*|releas\S*|recycl\S*|\bre.?us\S*|untreated|\btreated\b|sustainab\S*))(?=.*(?:hazard\S*|chemical\S*|toxicology|ecotoxicology|wastewater|sewer\S*)).+,indirect
SDG6_3,^(?=.*(?:\bwater.?\b|aquatic|aquifer))(?=.*(?:pollut\S*|black|contamination.?))(?=.*(?:alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+,indirect
SDG6_3,"(((?:\bwater.?\b|aquatic)\s(?:\w+\s){0,6}(?=(?:recycl\S*|\bre.?us\S*)))|((?:recycl\S*|\bre.?us\S*)\s(?:\w+\s){0,6}(?=(?:\bwater.?\b|aquatic))))",indirect
SDG6_3,^(?=.*(?:\bwater.?\b|aquatic))(?=.*(?:quality))(?=.*(?:good|accelerat\S*|ascend\S*|\badvanc\S*|augment\S*|\bamplif\S*|magnif\S*|burgeon\S*|\bclimb\S*|better|boost\S*|\bboom\S*|\bdouble\S*|escalat\S*|expansion\S*|\bexpand\S*|\benlarge\S*|\bgrow\S*|\bhike|\bhiking|heighten\S*|improv\S*|increas\S*|foster\S*|\bfortif\S*|facilitat\S*|increment\S*|jump\S*|\blift\S*|\brais\S*|\brise.?\b|rising|\brose\S*|risen|\brocket\S*|skyrocket\S*|\bsurg\S*|\bsoar\S*|promot\S*|proliferat\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforc\S*|upsurg\S*|upward\S*)).+,indirect
SDG6_4,^(?=.*(?:\bwater.?\b|freshwater|groundwater))(?=.*(?:\befficien\S*|sustainab\S*|secur\S*|availab\S*|conservat\S*|recycl\S*|\bre.?us\S*|re.?utiliz\S*|adequate|abundan\S*|plentiful|plentiful|sufficient\S*)).+,indirect
SDG6_4,"^(?=.*(?:alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*|address\S*|tackl\S*|response to|cope.?with|coping with|deal.?with|dealing with|handl\S*)).+(((?:\bwater.?\b|freshwater|groundwater)\s(?:\w+\s){0,6}(?=(?:footprint.?|withdraw\S*|consumption\S*|consumed|\busage\S*|\bgreen\b|blue\b|grey|scarcity|scarce|scant|shortage|\bstress|dearth|deficit|\black|shortfall|insufficien\S*|inadequa\S*|deficienc\S*)))|((?:footprint.?|withdraw\S*|consumption\S*|consumed|\busage\S*|\bgreen\b|blue\b|grey|scarcity|scarce|scant|shortage|\bstress|dearth|deficit|\black|shortfall|insufficien\S*|inadequa\S*|deficienc\S*)\s(?:\w+\s){0,6}(?=(?:\bwater.?\b|freshwater|groundwater))))",indirect
SDG6_4,water balancing|water.?scarce|water.?stress,indirect
SDG6_5,^(?=.*(?:water resource.?|watershed.?))(?=.*(?:manag\S*|transboundary|transnational|international|interbasin|cooperat\S*|collaborat\S*|joint effort.?|co.?operation|coping|action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*)).+,indirect
SDG6_6,^(?=.*(?:\bwater.?\b|mountain\S*|forest|wetland|river|aquifer|lake.?))(?=.*(?:eco.?system.?))(?=.*(?:conserv\S*|\brestor\S*|reserv\S*|mainten\S*|protect\S*|preserv\S*|safeguard\S*)).+,indirect
SDG6_a,^(?=.*(?:\bwater.?\b|sanita\S*))(?=.*(?:development assistance|harvesting|desalina|\befficien\S*|waste\S*|\btreatment.?|recycl\S*|\bre.?us\S*|re.?utiliz\S*|technolog\S*|purification|infrastructure.?|financ\S*|\bfund.?\b|\bfunding\b|\bassist\S*|budget\S*|\baid.? to|government aid|state aid|federal aid|national aid|invest\S*|compensation\S*|donor\S*|donat\S*|expenditure.?|\bgrant.?\b|\bloan.?\b|official flow.?|\bsubsidy|\bsubsidies|\bsubsidiz\S*|\bsubsidis|Corporate sponsorship.?|support\S*|transfer.?\b|boost\S*|bolster\S*|\bstimulat\S*|\bfortif\S*|help\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforce\S*|uphold))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG6_a,"^(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+(((?:\bwater.?\b|sanita\S*)\s(?:\w+\s){0,8}(?=(?:international co.?op\S*|international collab\S*)))|((?:international co.?op\S*|international collab\S*)\s(?:\w+\s){0,8}(?=(?:\bwater.?\b|sanita\S*))))",indirect
SDG6_a,^(?=.*(?:\bwater.?\b|sanita\S*))(?=.*(?:capacity))(?=.*(?:build\S*))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG6_b,^(?=.*(?:\bwater.?\b|sanita\S*|hygiene|wastewater treatment))(?=.*(?:\blocal communit\S*|local administrat\S*|local entit\S*|ocal government\S*|local authorit\S*|local Stakeholder\S*|each location|sub.?district\S*|municipalit\S*|\bcommune\S*|regional|resident\S*|indigen\S*|aboriginal|\btraditional\b|native|endemic))(?=.*(?:participat\S*|action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*)).+,indirect
SDG7_1,^(?=.*(?:energy|\bfuel|\bpower\b|electricity))(?=.*(?:reliable|affordab\S*|modern|\clean\b|sustainable))(?=.*(?:access\S*|availab\S*)).+,indirect
SDG7_1,Power outage.?,indirect
